id_cliente;nombre;sexo;fecha_nacimiento;edad;distrito;fecha_alta;segmento_programa;ingresos_mensuales_aprox
CLI02017;Remedios Duarte Barrena;F;1967-05-29;59;;2024/Dic/3;Basico;2215.05
CLI02018;Godofredo Sevillano Baeza;M;1956-11-23;69;San Juan de Lurigancho;2025-02-23 00:00:00;Basico;1706.42
CLI02019;Micaela Sanchez Torrens;F;1954-03-11;72;Magdalena;2025-03-31 00:00:00;Premium;10673.13
CLI02020;Pepe Sotelo-Portero;F;1995-07-05;30;Los Olivos;2025-04-16 00:00:00;Platino;4722.74
CLI02021;Clarisa Murcia Lopez;M;2005-01-25;21;Santiago de Surco;2024-10-04 00:00:00;Regular;11453.33
CLI02022;Asdrubal Efrain Gras Chaparro;M;1982-08-23;43;Comas;2024-02-14 00:00:00;Premium;11121.12
CLI02023;Marta Sarabia Grande;M;1953-03-05;73;San Borja;05/09/2024;Premium;5380.63
CLI02024;Casandra Boix Manso;F;1968-01-15;58;Comas;2024-02-10 00:00:00;Regular;4805.39
CLI02025;Dora Arce Sole;F;1992-10-24;33;San Borja;2025-04-17 00:00:00;Premium;5544.37
CLI02026;Fabian Cuervo Estrada;M;1962-06-06;64;Magdalena;2025-02-21 00:00:00;Platino;3848.55
CLI02027;Casandra Marisa Benavides Rossello;M;1983-02-13;43;Magdalena;2024-08-25 00:00:00;Platino;10445.07
CLI02028;Ceferino Aliaga-Cardona;M;1991-02-27;35;San Miguel;2025-02-16 00:00:00;Regular;4337.04
CLI02029;Jacinta Quiroga Giner;M;1956-12-19;69;Santiago de Surco;2024-05-31 00:00:00;Basico;2057.6
CLI02030;Alfredo Jove Andrade;M;1969-01-07;57;San Borja;2024-06-20 00:00:00;Platino;6590.63
CLI02031;Americo Alegre-Arnal;M;1972-11-06;53;Comas;2025-01-14 00:00:00;Platino;8770.81
CLI02032;Maria Jesus Castilla Portillo;F;1984-04-02;42;Comas;2024-06-05 00:00:00;Platino;6238.19
CLI02033;Maria Fernanda del Baena;F;2000-02-16;26;San Miguel;2024-03-18 00:00:00;Platino;8574.71
CLI02034;Beatriz Ferreras Vall;F;1966-09-01;59;San Borja;2024-07-11 00:00:00;Premium;10728.16
CLI02035;Rosenda Laguna Abella;F;1957-12-11;68;San Juan de Lurigancho;2024-01-23 00:00:00;Regular;8598.56
CLI02036;Adelaida Ibanez-Asensio;M;2005-04-04;21;Los Olivos;2025-01-26 00:00:00;Platino;5599.33
CLI02037;Jovita Vall Alvarez;F;1987-12-31;38;Santiago de Surco;2024-03-22 00:00:00;Basico;2275.56
CLI02038;Julian de Montesinos;M;2000-12-01;25;Miraflores;2024-11-12 00:00:00;Regular;8312.52
CLI02039;Eligio del Albero;M;1995-11-18;30;Ate;2025-03-23 00:00:00;Premium;6325.28
CLI02040;Antonia Sureda;F;1979-05-09;47;;2025-04-05 00:00:00;Platino;11146.08
CLI02041;Humberto Nadal Lobato;F;1981-03-10;45;Los Olivos;2024-08-28 00:00:00;Platino;6937.94
CLI02042;Tania Santamaria Nicolau;F;1993-02-04;33;San Juan de Lurigancho;2024-06-27 00:00:00;Platino;4123.59
CLI02043;Dan Jeremias Milla Arregui;F;1958-02-28;68;San Juan de Lurigancho;2025-02-27 00:00:00;Premium;4874.05
CLI02044;Eutimio Gonzalez Salgado;F;1982-12-10;43;Magdalena;2024-10-12 00:00:00;Platino;4280.53
CLI02045;Dionisia Anaya Olivera;F;2002-09-30;23;Santiago de Surco;2024-01-10 00:00:00;Platino;9741.74
CLI02046;Iban Casares Fiol;F;1975-09-26;50;San Juan de Lurigancho;2024-10-27 00:00:00;Premium;10959.75
CLI02047;Rebeca Almeida-Rodenas;M;1974-12-07;51;Comas;2025-02-03 00:00:00;Platino;3531.78
CLI02048;Pili Elodia Rosello Cervera;M;1989-04-23;37;Santiago de Surco;2025-03-03 00:00:00;Platino;3939.67
CLI02049;Rosario Madrigal Anaya;M;1999-08-23;26;Magdalena;2024-03-18 00:00:00;Premium;8489.52
CLI02050;Pablo Mateos Linares;M;1977-10-28;48;Los Olivos;2024-03-21 00:00:00;Platino;8954.22
CLI02051;Enrique Grande Arnau;M;1975-12-28;50;San Miguel;2024-09-12 00:00:00;Platino;9282.38
CLI02052;Primitiva Egea Grande;F;1964-07-21;61;Magdalena;2025-04-25 00:00:00;Basico;2766.92
CLI02053;Martin Rius Iniguez;M;2007-07-20;18;Miraflores;2024-12-08 00:00:00;Regular;7085.96
CLI02054;Amor Reyes Ortega;F;1984-05-26;42;Los Olivos;2024-09-26 00:00:00;Basico;1215.5
CLI02055;Victor Capdevila Garmendia;F;1966-07-30;59;Comas;2024-01-26 00:00:00;Regular;11266.27
CLI02056;Dani Alfaro;M;1990-08-27;35;Comas;2024-01-25 00:00:00;Regular;8868.96
CLI02057;Trinidad Guillen;M;1959-08-30;66;San Juan de Lurigancho;2025-03-22 00:00:00;Basico;2096.66
CLI02058;Melania Cabrera Parra;F;1954-01-13;72;San Miguel;2024-07-13 00:00:00;Basico;2729.79
CLI02059;Emilio Aleman Duque;M;1997-10-01;28;Los Olivos;2024-07-07 00:00:00;Premium;5288.0
CLI02060;Gracia Vicenta Morell Barroso;F;1994-06-11;32;San Borja;2024-09-05 00:00:00;Platino;6492.04
CLI02061;Nayara Fanny Boada Reguera;M;1985-03-16;41;Santiago de Surco;2024-09-18 00:00:00;Regular;6568.6
CLI02062;Pepita Ortiz Rosell;F;1985-12-04;40;San Juan de Lurigancho;2024-07-24 00:00:00;Basico;2407.94
CLI02063;Lino Ros-Trujillo;M;1958-09-08;67;San Juan de Lurigancho;2024-03-31 00:00:00;Premium;8963.37
CLI02064;Amaro Pellicer Bermejo;F;1979-02-09;47;San Borja;2024-07-03 00:00:00;Basico;2050.69
CLI02065;Albano Arnau;M;2005-07-30;20;Santiago de Surco;2025-04-25 00:00:00;Premium;10245.4
CLI02066;Santiago Zaragoza Domingo;F;1988-01-12;38;Magdalena;2025-02-26 00:00:00;Basico;1371.82
CLI02067;Miguela Osuna Lara;M;1967-05-20;59;Los Olivos;2025-02-17 00:00:00;Basico;1204.55
CLI02068;Leyre Alamo Ramon;M;1989-06-17;37;San Borja;2024-07-18 00:00:00;Platino;7238.68
CLI02069;Jenaro Arjona Arenas;F;1974-12-19;51;Los Olivos;2024-06-14 00:00:00;Platino;4071.18
CLI02070;Inmaculada Serafina Alcalde Rubio;F;1996-04-13;30;Santiago de Surco;2024-02-10 00:00:00;Basico;2119.54
CLI02071;Alex Cobos Requena;M;1969-02-15;57;San Juan de Lurigancho;2024-10-10 00:00:00;Regular;4831.8
CLI02072;Eleuterio Valencia Abril;M;1968-08-17;57;San Miguel;2024-03-13 00:00:00;Platino;3582.16
CLI02073;Cruz Espanol Lumbreras;M;1962-10-06;63;San Juan de Lurigancho;2024-10-19 00:00:00;Platino;9301.93
CLI02074;Graciela Iglesias;M;1994-10-25;31;San Juan de Lurigancho;2024-06-29 00:00:00;Platino;10770.52
CLI02075;Pelayo Guerrero Ocana;F;1990-11-08;35;San Juan de Lurigancho;2024-02-15 00:00:00;Premium;10606.91
CLI02076;Azahara Martin Ortuno;M;1952-07-12;73;Santiago de Surco;2024-11-29 00:00:00;Basico;2258.03
CLI02077;Ines Ocana Llopis;F;2005-09-28;20;;2024-07-08 00:00:00;Platino;7136.99
CLI02078;Duilio Agudo-Rosello;F;1988-02-27;38;San Juan de Lurigancho;2024-10-01 00:00:00;Premium;5377.13
CLI02079;Eric Quintero-Carrillo;F;1998-07-17;27;Comas;2025-03-29 00:00:00;Basico;2391.72
CLI02080;Ciriaco Marquez Porcel;M;1981-10-23;44;San Juan de Lurigancho;2025-04-22 00:00:00;Basico;1239.45
CLI02081;Sigfrido Macias Isern;M;2005-07-14;20;Los Olivos;2024-10-30 00:00:00;Platino;3531.88
CLI02082;Nadia del Vila;M;1994-07-13;31;Comas;2024-02-03 00:00:00;Regular;10470.06
CLI02083;Iker de Recio;F;1966-03-16;60;Los Olivos;2024-10-30 00:00:00;Premium;7554.78
CLI02084;Paulino Borrell Pacheco;M;1957-04-14;69;San Borja;2025-04-13 00:00:00;Premium;7243.56
CLI02085;Leticia Azorin Bustos;M;1969-11-27;56;Miraflores;2024-04-23 00:00:00;Regular;7275.42
CLI02086;Pio Mercader Escolano;M;1988-06-09;38;Santiago de Surco;2024-01-24 00:00:00;Basico;1607.18
CLI02087;Amancio del Sanmartin;M;1954-11-19;71;Ate;2024-11-19 00:00:00;Basico;1414.66
CLI02088;Rodolfo Busquets Maldonado;F;1971-07-09;54;Magdalena;2024-02-06 00:00:00;Platino;4428.89
CLI02089;Anabel Canete Olmedo;M;1980-12-05;45;Los Olivos;2024-09-13 00:00:00;Regular;11098.95
CLI02090;Salvador de Merino;M;1976-06-04;50;Comas;2024-06-06 00:00:00;Basico;2125.54
CLI02091;Agata Azucena Catalan Valencia;F;1990-04-01;36;Ate;2024-07-09 00:00:00;Basico;1499.53
CLI02092;Juan Francisco Amo Benet;F;1987-02-27;39;Comas;2024-10-29 00:00:00;Regular;10308.22
CLI02093;Jordan Escobar Mendizabal;M;1964-12-29;61;Magdalena;2024-07-14 00:00:00;Basico;1106.78
CLI02094;Vicente Calzada Sarmiento;F;1965-09-04;60;San Borja;2024-12-25 00:00:00;Premium;7619.35
CLI02095;Mar Cordero Donaire;M;1981-12-15;44;Magdalena;2024-09-25 00:00:00;Premium;3539.88
CLI02096;Dalila Uribe;F;1994-12-14;31;Ate;2024-08-14 00:00:00;Platino;2936.88
CLI02097;Dionisio Martinez Borras;F;2000-06-01;26;Magdalena;2025-03-05 00:00:00;Premium;8350.15
CLI02098;Alberto Checa Alcala;F;1981-11-01;44;Miraflores;2024-12-10 00:00:00;Platino;11319.52
CLI02099;Claudia Botella-Codina;F;1961-12-11;64;Los Olivos;2024-02-17 00:00:00;Regular;5727.5
CLI02100;Rufino Guillen Hoyos;F;1961-03-31;65;San Borja;2025-04-22 00:00:00;Platino;9542.42
CLI02101;Segismundo Calleja Solano;F;1967-10-18;58;Los Olivos;25/01/2025;Platino;6859.46
CLI02102;Florencia Bravo Zorrilla;F;1995-04-18;31;Magdalena;2025-03-04 00:00:00;Premium;4242.12
CLI02103;Sancho Otero-Llopis;M;1965-05-15;61;Ate;2024-04-04 00:00:00;Premium;11225.34
CLI02104;Ambrosio Gibert Puig;F;1975-04-29;51;Miraflores;2025-04-10 00:00:00;Regular;10682.42
CLI02105;Leyre Rios Bayona;M;1976-01-30;50;Comas;2024-04-03 00:00:00;Basico;2086.57
CLI02106;Charo Perera Lopez;F;2004-09-28;21;San Borja;2024-11-02 00:00:00;Basico;1874.3
CLI02107;Dani Omar Riquelme Barbero;F;1990-11-16;35;Los Olivos;2024-02-24 00:00:00;Platino;9063.56
CLI02108;Estela de Maldonado;F;1993-07-04;32;Santiago de Surco;2024-03-14 00:00:00;Basico;1257.21
CLI02109;Jordan del Aramburu;M;1989-03-24;37;Comas;2024-02-02 00:00:00;Platino;6600.77
CLI02110;Federico Escribano Camps;F;1996-03-19;30;Comas;2024-04-19 00:00:00;Regular;10858.7
CLI02111;Adolfo Juan Francisco Rico Canete;M;1991-04-20;35;Santiago de Surco;2025-03-18 00:00:00;Platino;7784.35
CLI02112;Chus de Roman;F;1994-11-04;31;San Miguel;2024-10-15 00:00:00;Platino;6799.49
CLI02113;Esteban Blasco-Terron;F;1959-11-24;66;;2024-12-30 00:00:00;Regular;4611.84
CLI02114;Pio Penalver Galvez;F;1988-04-21;38;Ate;2024-02-22 00:00:00;Regular;4934.65
CLI02115;Chuy Almagro Garces;M;1983-03-19;43;Ate;2025-03-28 00:00:00;Basico;2748.42
CLI02116;Atilio Arcos Alvaro;F;1974-10-02;51;Ate;2024-10-16 00:00:00;Basico;2753.53
CLI02117;Daniela Tamayo Julian;M;1995-09-18;30;Magdalena;2024-12-15 00:00:00;Premium;10288.55
CLI02118;Francisca Urena Abad;F;1970-09-17;55;San Miguel;2024-06-26 00:00:00;Basico;1391.86
CLI02119;Edgar Camino Saldana;F;1983-12-05;42;Magdalena;02/11/2024;Platino;10679.16
CLI02120;Atilio Manu Gonzalo Larrea;F;1981-08-28;44;San Miguel;2025-04-05 00:00:00;Premium;11119.33
CLI02121;Cruz Prudencio Esteban Benavent;F;1973-04-01;53;Miraflores;2024-08-22 00:00:00;Platino;5170.22
CLI02122;Pepita Caro;F;1986-05-17;40;Magdalena;2024-08-28 00:00:00;Regular;9819.54
CLI02123;Cesar Calvo-Campillo;F;1986-05-27;40;Miraflores;2024-08-29 00:00:00;Premium;7180.11
CLI02124;Pastor Reina Lastra;M;1979-12-07;46;Ate;2024-07-12 00:00:00;Premium;3269.94
CLI02125;Dalila Mayo Benitez;M;2000-08-08;25;Santiago de Surco;2025-03-07 00:00:00;Premium;5224.95
CLI02126;Ines Aroca-Alcala;M;1993-07-18;32;San Miguel;2025-03-21 00:00:00;Platino;8074.3
CLI02127;Jacobo de Simo;F;1960-05-02;66;Miraflores;2024-06-13 00:00:00;Platino;5136.71
CLI02128;Primitiva Capdevila Dominguez;M;1992-09-05;33;San Borja;2024-01-19 00:00:00;Basico;2124.87
CLI02129;Casandra Cervera Maestre;F;1996-04-09;30;Magdalena;2024-01-24 00:00:00;Regular;5557.8
CLI02130;Ariadna Isern Burgos;F;2006-06-04;20;Comas;2024-10-07 00:00:00;Premium;4602.72
CLI02131;Tatiana Artigas;M;1964-04-17;62;San Borja;2025-02-02 00:00:00;Platino;4064.14
CLI02132;Rogelio Pi Hervas;M;1990-07-24;35;Miraflores;2025-01-25 00:00:00;Platino;3871.35
CLI02133;Adelina Sosa Verdugo;F;2000-12-19;25;Los Olivos;2024-05-08 00:00:00;Premium;8673.86
CLI02134;Merche Pavon;F;1984-05-27;42;Comas;2024-05-31 00:00:00;Regular;4885.63
CLI02135;Rafaela de Diez;M;1985-04-23;41;Magdalena;2024-03-15 00:00:00;Platino;8011.43
CLI02136;Apolinar Fajardo Cases;M;1955-11-24;70;Magdalena;2024-09-07 00:00:00;Platino;8309.15
CLI02137;Pepita de Urena;F;2004-03-23;22;Comas;2025-04-02 00:00:00;Basico;2200.21
CLI02138;Eleuterio Carlos Bas;F;1995-04-22;31;Los Olivos;2025-01-29 00:00:00;Platino;9714.78
CLI02139;Pancho Echevarria Alvarez;M;1997-04-12;29;Comas;2025-04-13 00:00:00;Basico;1070.61
CLI02140;Maximo Urrutia Palau;M;1959-12-29;66;Miraflores;2024-05-04 00:00:00;Premium;5330.37
CLI02141;Simon Zurita Jove;M;1978-01-29;48;Santiago de Surco;2024-10-28 00:00:00;Regular;7643.2
CLI02142;Fausto Portero Pujol;M;2002-08-04;23;Santiago de Surco;2024-10-16 00:00:00;Premium;3194.07
CLI02143;Emigdio Fito Manso Estrada;M;1978-09-25;47;San Borja;2024-11-10 00:00:00;Regular;8388.22
CLI02144;Severo del Prats;M;1998-12-05;27;San Juan de Lurigancho;2024-09-21 00:00:00;Basico;1537.92
CLI02145;Maricruz Lorenzo Oller;M;1953-06-17;73;Comas;2024-05-11 00:00:00;Basico;2677.09
CLI02146;Salvador Revilla Esteve;F;1961-10-15;64;San Miguel;2024-10-05 00:00:00;Basico;1788.6
CLI02147;Renata Huerta;F;1952-09-24;73;Comas;2024-08-24 00:00:00;Basico;1295.83
CLI02148;Hugo Pacheco Jurado;M;1995-07-18;30;Magdalena;2024-10-21 00:00:00;Platino;7281.78
CLI02149;Margarita Alba Duarte;M;1973-01-02;53;Magdalena;2025-03-22 00:00:00;Platino;11157.75
CLI02150;Aura Gutierrez-Gargallo;M;1977-09-09;48;Comas;2024-09-23 00:00:00;Basico;1044.64
CLI02151;Eloisa Aznar Mari;F;1962-11-13;63;Comas;2025-03-05 00:00:00;Platino;5157.01
CLI02152;Carmelita Escudero Barrena;F;1962-05-22;64;Magdalena;2024-10-08 00:00:00;Basico;1436.36
CLI02153;Eusebio Sevilla-Bayona;M;1985-09-06;40;San Juan de Lurigancho;2024-09-29 00:00:00;Platino;4498.08
CLI02154;Manuel Marmol;M;1973-11-07;52;San Miguel;2024-04-06 00:00:00;Platino;4282.8
CLI02155;Elena Rosa Maria Vicens Cuadrado;M;2007-04-15;19;Magdalena;2025-04-15 00:00:00;Premium;6576.16
CLI02156;Loreto Barcelo;M;1983-01-07;43;San Juan de Lurigancho;2024-03-02 00:00:00;Regular;4241.2
CLI02157;Cristian Valero Palomar;F;1993-08-29;32;San Juan de Lurigancho;2024-08-14 00:00:00;Regular;8386.7
CLI02158;Marisa Barrena Alsina;F;1986-08-25;39;Miraflores;2025-02-14 00:00:00;Platino;7582.79
CLI02159;Tono Isern Cepeda;F;1953-02-10;73;Miraflores;2024-09-23 00:00:00;Platino;4288.68
CLI02160;Noe Rueda-Pulido;M;1983-08-03;42;San Borja;2024-04-10 00:00:00;Platino;4643.55
CLI02161;Ingrid del Baro;F;2001-08-23;24;Santiago de Surco;2024-11-03 00:00:00;Basico;1317.06
CLI02162;Epifanio Yuste Batalla;F;2007-09-18;18;Magdalena;2024-05-20 00:00:00;Regular;3326.6
CLI02163;Estela Bernal Perello;M;1966-12-21;59;Miraflores;2025-02-08 00:00:00;Premium;3022.71
CLI02164;Ursula Vidal;F;1968-09-17;57;San Miguel;2024-04-09 00:00:00;Premium;11036.66
CLI02165;Cristobal Ricart-Herranz;F;1982-04-22;44;Santiago de Surco;2024-10-17 00:00:00;Regular;6557.68
CLI02166;Xiomara Morillo Montana;F;1952-12-04;73;San Juan de Lurigancho;2025-04-15 00:00:00;Premium;4448.1
CLI02167;Juanita Gras-Ropero;F;1987-05-01;39;;2024-11-29 00:00:00;Premium;4186.97
CLI02168;Odalys Carranza;F;1961-07-23;64;Santiago de Surco;2025-01-06 00:00:00;Basico;2051.48
CLI02169;Aitor Giner Polo;M;1955-03-31;71;Los Olivos;2024-01-09 00:00:00;Platino;9452.68
CLI02170;Pio Calderon Esteve;F;1955-10-27;70;;2024-10-28 00:00:00;Platino;7229.16
CLI02171;Benigna Ballester Calatayud;F;1970-01-04;56;San Juan de Lurigancho;2024-05-03 00:00:00;Regular;4147.09
CLI02172;Paloma Soto Arnal;M;1993-11-15;32;San Borja;2024-01-22 00:00:00;Regular;5816.06
CLI02173;Aura Hernandez Sobrino;F;1985-11-15;40;Comas;2024-11-15 00:00:00;Platino;4266.92
CLI02174;Panfilo Mendoza Chacon;M;1956-05-06;70;Ate;2024-02-25 00:00:00;Premium;7449.07
CLI02175;Lorenzo del Chico;F;1985-01-16;41;Santiago de Surco;2024-09-07 00:00:00;Regular;11198.01
CLI02176;Hilario Salva Saavedra;M;1954-04-18;72;San Miguel;2024-11-27 00:00:00;Regular;6633.46
CLI02177;Eusebio Aranda Quintanilla;M;1954-05-21;72;San Borja;2025-01-25 00:00:00;Basico;2079.3
CLI02178;Francisco Javier del Bautista;M;1967-10-25;58;Santiago de Surco;2024-06-03 00:00:00;Premium;9065.89
CLI02179;Augusto Pina Galindo;F;1957-01-03;69;Los Olivos;2025-04-01 00:00:00;Premium;6650.89
CLI02180;Araceli Espinosa Cadenas;M;1969-03-08;57;Ate;2024-11-28 00:00:00;Basico;2741.74
CLI02181;Felipa Carreras;F;1985-02-02;41;San Borja;2024-07-06 00:00:00;Premium;3851.59
CLI02182;Jose Antonio Moran Huguet;M;1980-02-23;46;San Borja;2024-03-20 00:00:00;Premium;6496.27
CLI02183;Virginia Garcia Anglada;M;2004-07-21;21;San Juan de Lurigancho;2024-08-17 00:00:00;Platino;9377.24
CLI02184;Olimpia Romeu;M;2007-06-20;19;Miraflores;2024-01-27 00:00:00;Basico;1623.46
CLI02185;Ascension del Casals;F;1983-09-13;42;San Juan de Lurigancho;2025-04-11 00:00:00;Premium;8410.42
CLI02186;Nacho Goni Ledesma;M;1957-04-02;69;San Juan de Lurigancho;2024-05-20 00:00:00;Platino;9651.03
CLI02187;Ana Sofia Candelas Puig Folch;M;1954-07-05;71;San Juan de Lurigancho;2024-11-13 00:00:00;Regular;3661.67
CLI02188;Manu Castillo Valentin;F;1955-09-26;70;Miraflores;2025-04-01 00:00:00;Premium;4632.08
CLI02189;Consuelo Fiol Martinez;M;1975-05-10;51;Miraflores;2024-12-12 00:00:00;Regular;3093.72
CLI02190;Panfilo Parejo Figueroa;M;1986-02-16;40;Los Olivos;2025-01-27 00:00:00;Basico;2080.67
CLI02191;Lucia Armas Herrero;F;1975-04-30;51;Magdalena;2024-01-23 00:00:00;Platino;9563.68
CLI02192;Estela Sales Castejon;M;2001-05-09;25;San Borja;2024-08-23 00:00:00;Basico;2702.23
CLI02193;Judith Villegas Merino;M;1974-05-03;52;Comas;2025-03-01 00:00:00;Basico;2081.79
CLI02194;Emigdio Garcia Gallart;F;1978-11-19;47;Comas;2025-04-07 00:00:00;Regular;3756.79
CLI02195;Encarnacion del Mercader;F;1967-10-26;58;San Miguel;2024-03-20 00:00:00;Platino;4715.7
CLI02196;Rene Ramirez Valbuena;M;1993-08-01;32;Santiago de Surco;2024-03-08 00:00:00;Regular;7677.5
CLI02197;Rafael Valles Rico;F;1953-01-12;73;Los Olivos;2024-05-23 00:00:00;Regular;6648.27
CLI02198;Cesar Roca;F;1970-09-23;55;Ate;2024-02-08 00:00:00;Regular;3701.36
CLI02199;Maria Guadalupe Mercader Daza;M;1987-06-15;39;Magdalena;2025-02-16 00:00:00;Platino;3782.44
CLI02200;Delfina Baez Portillo;F;1961-11-11;64;Los Olivos;2024-07-13 00:00:00;Premium;8793.45
CLI02201;Daniela Belmonte-Gallo;M;1975-04-12;51;Santiago de Surco;2024-09-23 00:00:00;Platino;8492.81
CLI02202;Angela Natalia Cantero Sierra;M;1974-06-12;52;San Borja;2024-06-25 00:00:00;Regular;5423.24
CLI02203;Jordana Granados Bayona;F;1996-04-28;30;;2024-07-12 00:00:00;Regular;10631.26
CLI02204;Virgilio Jose Peinado Tirado;M;1975-08-18;50;Ate;2024-05-13 00:00:00;Basico;1763.94
CLI02205;Gisela Falcon Montana;M;1959-06-18;67;Los Olivos;2024-04-30 00:00:00;Regular;9452.94
CLI02206;Hortensia Amores-Palmer;F;1979-02-07;47;San Juan de Lurigancho;2024-02-02 00:00:00;Regular;11287.72
CLI02207;Primitivo Toledo-Figuerola;M;1953-08-13;72;San Juan de Lurigancho;2024-02-23 00:00:00;Premium;8592.0
CLI02208;Yago Velasco-Soler;F;1967-07-16;58;Ate;2024-08-09 00:00:00;Premium;3850.0
CLI02209;Pepito Heras Toledo;F;2000-07-28;25;San Miguel;2024-03-16 00:00:00;Regular;10148.9
CLI02210;Adela del Blasco;F;2007-04-27;19;Comas;2024-01-22 00:00:00;Premium;8593.73
CLI02211;Rosario Santamaria-Castilla;F;1965-06-01;61;San Juan de Lurigancho;2024-04-06 00:00:00;Basico;1143.3
CLI02212;Lupita Perera-Acedo;M;1976-08-08;49;Ate;2024-10-24 00:00:00;Premium;6052.19
CLI02213;Zoraida del Royo;F;1977-01-25;49;Comas;2025-03-04 00:00:00;Regular;5964.81
CLI02214;Leire Cabanas Murcia;M;1957-06-12;69;Ate;2025-04-19 00:00:00;Regular;4969.88
CLI02215;Blas Quiroga Torrens;F;1964-10-31;61;Comas;2024-11-05 00:00:00;Regular;7714.89
CLI02216;Zacarias Gil Acedo;F;1978-10-13;47;San Juan de Lurigancho;2024-04-26 00:00:00;Platino;5602.33
CLI02217;Yolanda Saez Olive;M;2001-11-25;24;San Juan de Lurigancho;2024-11-08 00:00:00;Regular;5253.44
CLI02218;Luna Galvez Lastra;M;1969-07-14;56;Magdalena;2024-12-16 00:00:00;Basico;1752.9
CLI02219;Joaquina Navarro Urrutia;F;1988-08-21;37;San Juan de Lurigancho;2025-02-26 00:00:00;Premium;6797.23
CLI02220;Ligia de Goni;F;2003-01-30;23;Comas;2024-11-10 00:00:00;Basico;1546.33
CLI02221;Cesar Galvez Villanueva;M;1959-08-06;66;Comas;2024-06-03 00:00:00;Platino;7031.35
CLI02222;Victor Manuel de Rodriguez;M;1955-08-21;70;Comas;2025-04-25 00:00:00;Platino;6798.41
CLI02223;Hector Puerta;F;1956-01-27;70;Los Olivos;2024-09-28 00:00:00;Premium;3678.72
CLI02224;Angeles Larrea Collado;M;1985-02-08;41;San Borja;2025-03-04 00:00:00;Premium;9701.7
CLI02225;Silvia Diaz Hernandez;F;1983-11-24;42;Ate;2025-03-18 00:00:00;Regular;5427.68
CLI02226;Juan Mulet;F;1990-11-27;35;Magdalena;2024-07-11 00:00:00;Basico;2795.33
CLI02227;Rufino Terron Querol;F;1971-05-28;55;Comas;2024-11-11 00:00:00;Premium;4663.31
CLI02228;Guiomar Villalonga-Cuellar;M;1965-06-15;61;;2024-10-04 00:00:00;Premium;11423.42
CLI02229;Erasmo Maximiano Alcala Chacon;M;1967-01-22;59;San Juan de Lurigancho;2025-01-03 00:00:00;Basico;1109.94
CLI02230;Cecilia del Gaya;M;2007-02-22;19;Los Olivos;2024-09-24 00:00:00;Basico;1884.45
CLI02231;Ignacia Garmendia Herrero;F;1969-02-03;57;Ate;2024-01-10 00:00:00;Regular;7150.52
CLI02232;Lucila Espinosa Sanmiguel;M;1984-02-02;42;;2024-03-16 00:00:00;Premium;5902.08
CLI02233;Luna Santamaria Infante;M;1955-08-24;70;Los Olivos;2024-09-26 00:00:00;Platino;9941.12
CLI02234;Pili Reyes Bernat;F;1953-02-22;73;Comas;2024-07-08 00:00:00;Platino;9745.51
CLI02235;Aura Perales Jerez;M;1984-06-19;42;Santiago de Surco;2024-04-04 00:00:00;Premium;10701.5
CLI02236;Moreno Cortes Agullo;F;1961-09-28;64;Magdalena;2024-06-20 00:00:00;Regular;5159.4
CLI02237;Eufemia Cervantes Blanch;M;1975-09-11;50;San Borja;2024-07-16 00:00:00;Platino;4363.63
CLI02238;Chus Gertrudis Aparicio Llobet;F;1972-01-22;54;;2024-02-07 00:00:00;Premium;9998.61
CLI02239;Morena del Torrents;F;1981-08-16;44;San Miguel;2024-02-02 00:00:00;Regular;5080.7
CLI02240;Fabio de Sainz;F;1973-07-27;52;Ate;2024/Dic/12;Premium;9121.44
CLI02241;Zoraida Canizares;M;1991-11-10;34;Los Olivos;2024-01-04 00:00:00;Premium;4400.75
CLI02242;Olalla Borja Verdejo;F;1997-05-28;29;;2024-08-23 00:00:00;Platino;11235.52
CLI02243;Lorenza Gutierrez-Serrano;M;2003-11-05;22;;2024-09-12 00:00:00;Premium;5900.53
CLI02244;Debora Figueroa-Balaguer;F;1959-01-25;67;San Borja;2024-05-08 00:00:00;Basico;1599.41
CLI02245;Amalia Aroa Saez Carnero;F;1996-04-13;30;Los Olivos;2024-07-06 00:00:00;Basico;2723.91
CLI02246;Noa del Moliner;F;1976-05-22;50;San Miguel;2024-03-23 00:00:00;Basico;1140.26
CLI02247;Miguel Angel Trujillo Porras;M;1971-05-10;55;San Juan de Lurigancho;2024-12-30 00:00:00;Premium;5591.7
CLI02248;Herminia Vigil-Pozo;M;1974-09-27;51;Miraflores;2025-03-15 00:00:00;Platino;7734.79
CLI02249;Fito Vera Baron;F;1983-10-17;42;Ate;2024-02-19 00:00:00;Premium;10861.92
CLI02250;Pia Reina Corral Cozar;F;1997-02-25;29;Miraflores;2024-11-05 00:00:00;Basico;1299.95
CLI02251;Amada Genoveva Mercader Lamas;M;1998-03-16;28;Comas;2024-06-04 00:00:00;Basico;1709.05
CLI02252;Guillermo Almagro Salazar;F;1959-03-14;67;San Borja;2024-12-20 00:00:00;Basico;2530.11
CLI02253;Tiburcio del Lluch;M;1984-01-06;42;Santiago de Surco;2024-02-07 00:00:00;Basico;2574.28
CLI02254;Herminia Montes Rosado;F;1998-09-03;27;San Juan de Lurigancho;2025-01-13 00:00:00;Platino;7052.46
CLI02255;Lorena Verdejo Jover;F;1998-03-06;28;Santiago de Surco;2024-10-11 00:00:00;Platino;5773.22
